dataset,n,memory_mb,build_time_ms,t_mean,t_stdev,t_Q0,t_Q1,t_Q2,t_Q3,t_Q4
dblp_SA,155,400,11131,53877.4,12553.4,35016,43189.8,53374,63283.2,79144
dblp_SA,160,400,11131,44912.4,14934.8,31737,35423,40425,48602.5,100389
dblp_SA,165,400,11131,52545,24434.8,29452,36453.8,47066.5,57191.8,143612
dblp_SA,170,400,11131,67694.6,38434.3,40288,52418.8,57907.5,67282,256269
dblp_SA,175,400,11131,52542.2,14728.2,34935,40978.2,46828,61952.5,92498
dblp_SA,180,400,11131,47293.6,12962.9,29625,36737.8,42811.5,55505.5,76036
dblp_SA,185,400,11131,50053.5,16093,31534,38977.5,43542.5,56069.2,100999
dblp_SA,190,400,11131,61167.8,16748,36205,50110.2,55769.5,68921.5,104421
dblp_SA,195,400,11131,43975.7,9608.14,32031,37441.5,40602.5,49905,65067
dblp_SA,200,400,11131,43613.2,12003.4,30153,33432.8,39201,52921.8,67779
dblp_SA,205,400,11131,54353.4,20119.8,31025,39020.5,47798,58665,107823
dblp_SA,210,400,11131,62264.1,20673.7,36541,49856.5,57354.5,71963,129871
dblp_SA,215,400,11131,66650.8,33564.4,39963,49308.5,57897.5,69328,218013
dblp_SA,220,400,11131,59645.8,14747.8,34601,47716.5,60553,70183.2,91473
dblp_SA,225,400,11131,61515,19992.5,37403,45188.2,61223.5,68934,123951
dblp_SA,230,400,11131,57706.8,13891,34448,46884.2,54759.5,69242,85186
dblp_SA,235,400,11131,55049.2,19390.1,35972,40417.5,49143.5,64742,126805
dblp_SA,240,400,11131,53854.3,17354.9,34428,41188.8,48671,62709.5,116669
dblp_SA,245,400,11131,71235.7,27580.7,38379,53406.2,65438.5,80074.8,158691
dblp_SA,250,400,11131,74996.8,41517.9,40319,51037.5,60137.5,84572,256717
dblp_SA,255,400,11131,72527.8,20310,42015,55536.8,68465,84261.5,120549
dblp_SA,260,400,11131,62808.9,16425.2,40430,49372,57776,76566,99353
dblp_SA,265,400,11131,67971,17568.7,46412,54292.5,65428.5,76026.5,117786
dblp_SA,270,400,11131,201474,757944,42939,57014.2,65428,76130.5,4.35424e+06
dblp_SA,275,400,11131,61180.3,15565.7,37109,49872.2,57628.5,68307.5,100816
dblp_SA,280,400,11131,65436.5,13162.9,43943,53482.5,65418,72592.8,98470
dblp_SA,285,400,11131,-3.55965e+06,2.05146e+07,-1.15981e+08,54859.2,59456.5,75065.8,110860
dblp_SA,290,400,11131,74842.6,16527.7,43233,64439.8,71618.5,83990.5,117217
dblp_SA,295,400,11131,77669.9,40644.4,43478,52835.5,61395,87088,226188
dblp_SA,300,400,11131,80528.8,38715.6,46487,59308,71794.5,89647.2,264844
dblp_SA,305,400,11131,68079.6,26711.5,41283,47068.8,61689.5,79692.8,143141
dblp_SA,310,400,11131,76847,52260.1,39279,50512.2,58405.5,77375,307538
dblp_SA,315,400,11131,58382.3,17174.8,34644,46980.5,50243.5,74482.5,99958
dblp_SA,320,400,11131,68211.7,15960,46080,55999.8,66249,74869,104085
dblp_SA,325,400,11131,68505.6,50858.8,37114,47750,53811,74706.5,332694
dblp_SA,330,400,11131,63241.2,14548,39615,54596.5,63371.5,73054,94163
dblp_SA,335,400,11131,61687.2,22084.3,38619,44342.5,53709.5,73877.8,138692
dblp_SA,340,400,11131,57799.3,15060.9,35559,45239.8,52383,65193.8,89649
dblp_SA,345,400,11131,56621.3,15324.6,39270,45127.2,54436,65791.2,103780
dblp_SA,350,400,11131,54472,16908.4,38893,42026.8,47010.5,60878.8,108608
dblp_SA,355,400,11131,68578.9,13092.1,48916,57410,67895.5,75601.8,96826
dblp_SA,360,400,11131,71098.5,13604.1,50808,58998,68470,82635.5,94926
dblp_SA,365,400,11131,72344.2,30239.2,43793,52555.5,61730,78767.8,189790
dblp_SA,370,400,11131,66811.2,12938.1,48947,57653.8,65572.5,71974.8,99836
dblp_SA,375,400,11131,61661.7,10848.4,47168,54385.8,59514,63588,89975
dblp_SA,380,400,11131,72534.6,17405.8,53105,59872.5,64190.5,83347.2,122840
dblp_SA,385,400,11131,61755.2,18088.3,42818,49180.8,54894,73669,115480
dblp_SA,390,400,11131,88051.2,83213.3,44423,59954,67839.5,87202.5,525842
dblp_SA,395,400,11131,91288.7,31888.9,53999,69067,83942,103706,179467
dblp_SA,400,400,11131,75930.2,29638.8,42370,55272.8,70564,86043.8,190177
dblp_SA,405,400,11131,69694,22222.3,41984,56459.2,63788.5,78777.5,133727
dblp_SA,410,400,11131,72379.2,15333.5,47320,63994,68983.5,78203.8,111547
dblp_SA,415,400,11131,75210.8,20079.7,44566,61967.2,68139.5,86689.5,134927
dblp_SA,420,400,11131,61009.4,11651.4,40367,55545.2,58243.5,65496.8,96979
dblp_SA,425,400,11131,77858.1,21039.8,45236,64139.2,70788,88572.5,121874
dblp_SA,430,400,11131,76773.7,26176.7,46873,59575.8,67875,89319.5,158673
dblp_SA,435,400,11131,67740.2,17704.9,43986,55224.8,63783.5,75651.5,113986
dblp_SA,440,400,11131,82270.6,36784.2,47615,62188.2,69629,92912.8,252166
dblp_SA,445,400,11131,93601.1,36743.2,58157,72240.8,79733.5,99081.2,208434
dblp_SA,450,400,11131,84034.2,35341.2,52566,62823,76333,90036.2,227931
dblp_SA,455,400,11131,69084,21820.9,42898,56833.2,62584,75443.5,153317
